word,type,lang,count
香港,GPE,zh,217601
郭文贵,PERSON,zh,104974
中国,GPE,zh,37138
美国,GPE,zh,19444
RT,ORG,zh,17096
香港,NORP,zh,14520
武汉,GPE,zh,9853
2,CARDINAL,zh,6261
两,CARDINAL,zh,6087
港,GPE,zh,6019
3,CARDINAL,zh,5301
一,CARDINAL,zh,5267
香港人,NORP,zh,5194
6,CARDINAL,zh,5160
1,CARDINAL,zh,5082
7,CARDINAL,zh,5015
RT @,ORG,zh,4854
5,CARDINAL,zh,4596
王雁平,PERSON,zh,4394
4,CARDINAL,zh,4388
8,CARDINAL,zh,4093
9,CARDINAL,zh,3996
郭,PERSON,zh,3985
港府,GPE,zh,3892
中國,ORG,zh,3795
19,CARDINAL,zh,3668
王立强,PERSON,zh,3658
MilesGuo,ORG,en,3157
郭骗子,PERSON,zh,2902
郭文,PERSON,zh,2874
美,GPE,zh,2826
中国人,NORP,zh,2732
第一,ORDINAL,zh,2711
中国,NORP,zh,2668
Hong Kong,GPE,en,2610
三,CARDINAL,zh,2503
龚小夏,PERSON,zh,2433
2020年,DATE,zh,2345
#,CARDINAL,en,2338
#香港,MONEY,en,2306
蔡英文,PERSON,zh,2224
二,CARDINAL,zh,2207
台湾,GPE,zh,2198
今日,DATE,zh,2175
新年,DATE,zh,1908
今天,DATE,zh,1820
黎智英,PERSON,zh,1690
明天,DATE,zh,1667
李一平,PERSON,zh,1665
止暴制,PERSON,zh,1653
郭媒体,PERSON,zh,1637
一年,DATE,zh,1622
白宫,ORG,zh,1593
四,CARDINAL,zh,1569
China,GPE,en,1568
MilesGuo,PERSON,en,1531
郭宝胜,PERSON,zh,1499
64,CARDINAL,zh,1497
#止,PERSON,zh,1491
郭文貴,PERSON,zh,1428
半年,DATE,zh,1422
COVID,ORG,zh,1408
一天,DATE,zh,1391
中,GPE,zh,1368
中华,NORP,zh,1351
中共,ORG,zh,1326
0,CARDINAL,zh,1240
1911,DATE,zh,1234
RT,ORG,ru,1138
元旦,DATE,zh,1104
香港人權與民主法案,ORG,zh,1096
10,CARDINAL,zh,1084
1952,CARDINAL,zh,1050
RT @PDChinese,ORG,zh,1046
香港,GPE,ja,1021
14,CARDINAL,zh,1016
禁蒙面法,WORK_OF_ART,zh,993
昨日,DATE,zh,979
18,CARDINAL,zh,947
2019年,DATE,zh,943
今年,DATE,zh,929
白宫,FAC,zh,925
Miles,PERSON,zh,921
100万美元,MONEY,zh,878
#香港,PERSON,ja,875
#止,GPE,zh,870
15,CARDINAL,zh,864
反共,ORG,zh,862
英国,GPE,zh,861
第二,ORDINAL,zh,842
11,CARDINAL,zh,838
12,CARDINAL,zh,833
华,GPE,zh,828
美国人,NORP,zh,807
13,CARDINAL,zh,797
阿贵,PERSON,zh,789
嚴重,GPE,zh,770
Guo Wengui,PERSON,en,756
英,GPE,zh,728
大陆,GPE,zh,718
千,CARDINAL,zh,715
Stephan,ORG,zh,714
新疆,GPE,zh,701
反华,GPE,zh,700
特区政府,ORG,zh,680
美方,GPE,zh,673
郭骗,PERSON,zh,663
5824,DATE,zh,661
郭瘟龟,PERSON,zh,658
日本,GPE,zh,658
駐港部,GPE,zh,650
北京,GPE,zh,638
庄烈宏,PERSON,zh,632
湖北,GPE,zh,629
林鄭月,PERSON,zh,624
立法会,ORG,zh,620
王立強,PERSON,zh,615
一次次,CARDINAL,zh,606
纽约时报,ORG,zh,598
20,CARDINAL,zh,588
意大利,GPE,zh,584
顏色革命,EVENT,zh,583
撑警,PERSON,zh,547
2020,CARDINAL,zh,543
美国,NORP,zh,542
华尔街日报,ORG,zh,528
郭氏,PERSON,zh,525
郭瘟鬼,PERSON,zh,519
上海,GPE,zh,510
华人,NORP,zh,509
zhu,PERSON,zh,496
中央,ORG,zh,482
澳大利亚,GPE,zh,480
黄之锋,PERSON,zh,472
RT @usY,ORG,zh,472
港人,GPE,zh,472
惡意,GPE,zh,472
韩国,GPE,zh,472
Chinese,NORP,en,470
USA,ORG,zh,469
580130,DATE,zh,469
富豪,ORG,zh,458
嚴重,PERSON,zh,456
勇武派,PERSON,zh,454
RT @Ashley,ORG,zh,453
伊朗,GPE,zh,451
中國人,ORG,zh,449
十,CARDINAL,zh,449
變成,PERSON,zh,446
1808,CARDINAL,zh,443
中方,GPE,zh,442
16,CARDINAL,zh,436
76785192,CARDINAL,zh,435
17,CARDINAL,zh,435
日前,DATE,zh,434
三年,DATE,zh,434
骗术,GPE,zh,426
嚴重,ORG,zh,420
川普,PERSON,zh,418
23,CARDINAL,zh,414
中央政府,ORG,zh,411
郭教主,PERSON,zh,410
中國,PERSON,zh,406
俾,PERSON,zh,401
五,CARDINAL,zh,397
first,ORDINAL,en,394
W73,PERSON,zh,393
Guo Wengui's,PERSON,en,392
14亿,CARDINAL,zh,387
#病毒 #,MONEY,en,380
冬天,DATE,zh,380
RT @Melissa,ORG,zh,378
基本法,LAW,zh,376
伊拉克,GPE,zh,373
RT,GPE,en,372
一日,DATE,zh,372
当年,DATE,zh,371
纽约时报#,ORG,zh,364
#肺炎 #,MONEY,en,359
华尔街日报 https,ORG,zh,358
禁止蒙面規例,WORK_OF_ART,zh,356
郭瘟龜,PERSON,zh,355
中文,LANGUAGE,zh,355
九,CARDINAL,zh,346
台灣,GPE,zh,345
去年,DATE,zh,344
39,CARDINAL,zh,342
one,CARDINAL,en,342
騙子,PERSON,zh,341
两年,DATE,zh,338
郭春晚,PERSON,zh,335
郭战神,PERSON,zh,330
马前卒,GPE,zh,329
護,GPE,zh,327
香港社,GPE,zh,326
點解,PERSON,zh,325
聖誕,GPE,zh,322
中國香港,ORG,zh,322
the United States,GPE,en,321
李柱銘,PERSON,zh,320
美麗,GPE,zh,319
纽约,GPE,zh,319
Guo,PERSON,en,317
一丘之貉,DATE,zh,316
西班牙,GPE,zh,316
共产党,ORG,zh,312
七,CARDINAL,zh,309
李,PERSON,zh,309
元朗,GPE,zh,308
RT @BTS_twt,OG,ko,306
24,CARDINAL,zh,305
22,CARDINAL,zh,302
醫護人,ORG,zh,298
91798739,DATE,zh,294
70,CARDINAL,zh,293
昨天,DATE,zh,292
英文,LANGUAGE,zh,292
史蒂夫·班农,PERSON,zh,291
卸磨杀驴,PERSON,zh,284
30,CARDINAL,zh,283
GTV,ORG,en,280
王,PERSON,zh,280
教育局,ORG,zh,280
欧洲,LOC,zh,279
纽约时报 #,ORG,zh,278
91,CARDINAL,zh,278
8878,DATE,zh,277
下午,TIME,zh,273
百万,CARDINAL,zh,273
咁嘅,PERSON,zh,272
几天,DATE,zh,271
Jason,PERSON,zh,268
之一,CARDINAL,zh,267
香港系,ORG,zh,267
第三,ORDINAL,zh,267
昨晚,TIME,zh,264
700,CARDINAL,zh,263
89,CARDINAL,zh,262
袁红冰,PERSON,zh,259
85,CARDINAL,zh,258
胡言乱语,PERSON,zh,257
法国,GPE,zh,256
香港人权与民主法案,ORG,zh,254
第一线,ORDINAL,zh,253
50,CARDINAL,zh,251
万,CARDINAL,zh,251
76,CARDINAL,zh,250
越南,GPE,zh,248
100,CARDINAL,zh,247
反蒙面法,WORK_OF_ART,zh,246
33,CARDINAL,zh,244
乌克兰,GPE,zh,242
五大,DATE,zh,242
11010895,DATE,zh,241
蚂蚁帮,ORG,zh,240
中华,GPE,zh,240
RT @cfb43320426,ORG,zh,240
澳洲,GPE,zh,240
阿sir,GPE,zh,238
100万美金,MONEY,zh,237
班农,PERSON,zh,237
#肺炎,MONEY,en,236
科大,ORG,zh,235
21,CARDINAL,zh,232
RT,ORG,es,231
中國政府,ORG,zh,230
龚小夏,FAC,zh,228
90,CARDINAL,zh,228
晚上,TIME,zh,226
60592428,CARDINAL,zh,224
澳,GPE,zh,221
中国共产党,ORG,zh,219
today,DATE,en,218
郭班,PERSON,zh,216
1年,DATE,zh,216
25,CARDINAL,zh,215
张口,PERSON,zh,214
傅希秋,PERSON,zh,213
郭大,GPE,zh,212
加拿大,GPE,zh,211
2019,DATE,zh,211
123,CARDINAL,zh,210
恣意,PERSON,zh,210
世界卫生组织,ORG,zh,210
河南裕达公司,ORG,zh,210
陰霾,DATE,zh,209
Brittan,ORG,zh,209
坑蒙拐骗,PERSON,zh,209
港鐵,GPE,zh,209
26,CARDINAL,zh,208
中国,GPE,ja,207
26岁,DATE,zh,207
Stacy,ORG,zh,206
政府,ORG,zh,206
八,CARDINAL,zh,205
78,CARDINAL,zh,204
俄罗斯,GPE,zh,203
Heather,ORG,zh,203
IrHBdtEu9,FAC,zh,203
两年多,DATE,zh,203
6UN,QUANTITY,zh,201
83,CARDINAL,zh,199
地球,LOC,zh,199
胡编乱造,PERSON,zh,199
早上,TIME,zh,198
民进党,ORG,zh,196
百年,DATE,zh,195
一夜,TIME,zh,195
春天,DATE,zh,193
RT,PERSON,zh,193
80,CARDINAL,zh,192
龚小夏,PERCENT,zh,192
习近平,PERSON,zh,192
香港反对派,ORG,zh,192
伪君子,PERSON,zh,192
81,CARDINAL,zh,190
何俊仁,PERSON,zh,189
近日,DATE,zh,187
84,CARDINAL,zh,186
86,CARDINAL,zh,186
六,CARDINAL,zh,186
97,CARDINAL,zh,186
禁止蒙面规例,WORK_OF_ART,zh,185
澳门,GPE,zh,185
#MilesGuo #,MONEY,en,183
十八,CARDINAL,zh,183
四个月,DATE,zh,183
9J,QUANTITY,zh,182
俩,CARDINAL,zh,181
郭怼怼,PERSON,zh,181
武汉,NORP,zh,181
香港警察,ORG,ja,181
外交部,ORG,zh,180
港人,NORP,zh,180
40,CARDINAL,zh,180
7個月,DATE,zh,178
US,GPE,en,178
CNN,ORG,zh,178
Hong Kong's,GPE,en,177
05,CARDINAL,zh,177
纽约时报   #,ORG,zh,176
大连市中级人民法院,ORG,zh,176
01,CARDINAL,zh,175
Brandon,PERSON,zh,174
71,CARDINAL,zh,174
十年,DATE,zh,174
Chinese,NORP,zh,173
何君尧,PERSON,zh,172
老来得子,PERSON,zh,172
夸大其词,GPE,zh,172
28,CARDINAL,zh,172
林卓廷,PERSON,zh,171
五万美元,MONEY,zh,170
34,CARDINAL,zh,170
87,CARDINAL,zh,168
郭瘟,PERSON,zh,168
2017年,DATE,zh,167
94,CARDINAL,zh,167
00,CARDINAL,zh,167
日,GPE,zh,166
亿万,CARDINAL,zh,166
73,CARDINAL,zh,166
75,CARDINAL,zh,166
嚴正執法,LOC,ja,166
四個多月,DATE,zh,165
美国国家民主基金会,ORG,zh,165
周日,DATE,zh,164
AXIOS,ORG,zh,164
中国大陆,GPE,zh,163
Jenny,PERSON,zh,163
黄媒,GPE,zh,163
深圳,GPE,zh,162
亂港者,PERSON,zh,162
11日,CARDINAL,zh,161
Kimberl,PRODUCT,zh,159
百出,CARDINAL,zh,157
寒冬,DATE,zh,157
数月,DATE,zh,156
五大,CARDINAL,zh,156
李家超,PERSON,zh,156
黑衣人,PERSON,zh,155
RT @Sarah,ORG,zh,155
60,CARDINAL,zh,155
郭巨骗,PERSON,zh,155
区议会,ORG,zh,155
几个月,DATE,zh,154
@robeyslawek,GPE,zh,154
阿拉伯,NORP,zh,153
2019,CARDINAL,zh,153
一半,CARDINAL,zh,152
毛孟靜,PERSON,zh,152
一线,CARDINAL,zh,151
八方,CARDINAL,zh,151
將亂港,NORP,zh,151
许志永,PERSON,zh,150
五個月,DATE,zh,149
無辜,NORP,zh,149
亚洲,LOC,zh,149
四個月,DATE,zh,148
2016年,DATE,zh,148
New Video,ORG,en,148
Sharon,PERSON,zh,148
黄粱美梦,GPE,zh,145
MilesGuo MilesGuo,PERSON,en,145
74246,CARDINAL,zh,144
2019年2月,DATE,zh,144
b2D,PRODUCT,zh,144
6EbL1dmCbrKhpC,CARDINAL,zh,143
解放军,ORG,zh,143
林郑月娥,PERSON,zh,143
凌晨,TIME,zh,143
29,CARDINAL,zh,143
一分钱,MONEY,zh,142
两面三刀,CARDINAL,zh,142
73627976,CARDINAL,zh,142
37,CARDINAL,zh,141
98,CARDINAL,zh,141
梁振英,PERSON,zh,141
中华人民共和国,GPE,zh,140
Wengui,GPE,en,140
79,CARDINAL,zh,140
MonnYolan,PERSON,zh,140
巴基斯坦,GPE,zh,140
28日,DATE,zh,140
舉行,PERSON,zh,140
8wjdW,PERSON,zh,140
华府,ORG,zh,139
恨不得,GPE,zh,139
中东,LOC,zh,139
黑衣人,NORP,zh,139
一对,CARDINAL,zh,139
KrisSul,ORG,zh,139
Jackson,PERSON,zh,138
money.#郭文贵,PERSON,en,138
一唱一和,DATE,zh,137
塞尔维亚,GPE,zh,137
2019,DATE,en,136
RT @CGTNOfficial,ORG,en,136
6993,CARDINAL,zh,136
这两年,DATE,zh,135
J91,FAC,zh,135
20日,CARDINAL,zh,134
春节,DATE,zh,134
netizens,ORG,en,133
弹尽粮绝,GPE,zh,133
35,CARDINAL,zh,133
香港人,NORP,ja,133
秋鸣必亡,PERSON,zh,132
一家,CARDINAL,zh,132
法嘅,LANGUAGE,zh,132
德国,GPE,zh,131
70年,DATE,zh,131
唐纳德·特朗普,PERSON,zh,131
夏天,DATE,zh,131
51,CARDINAL,zh,131
100万,CARDINAL,zh,131
8日,DATE,zh,131
RT @KJvot,ORG,zh,130
57,CARDINAL,zh,130
RT @amazonmusic,ORG,en,130
零,CARDINAL,zh,130
郭共事,PERSON,zh,130
王健,PERSON,zh,130
大陸,GPE,zh,130
72,CARDINAL,zh,129
七百,CARDINAL,zh,129
RT @pKmziIiCxS9kLFy,ORG,zh,129
头缩,PERSON,zh,129
88,CARDINAL,zh,128
华盛顿自由灯塔,ORG,zh,128
非洲,LOC,zh,128
中國,NORP,zh,127
秩序,TITLE_AFFIX,ja,127
烏克蘭,DATE,zh,127
RT @Brad58338676,ORG,zh,127
华盛顿,GPE,zh,124
當選,GPE,zh,124
27日,DATE,zh,124
叙利亚,GPE,zh,124
保安局,ORG,zh,124
六月,DATE,zh,123
520,CARDINAL,zh,123
凤凰,ORG,zh,123
一方有难八方,DATE,zh,122
静好,PERSON,zh,122
恣意妄为,ORG,zh,122
2018年,DATE,zh,122
RT,ORG,en,121
凯旋,ORG,zh,121
10亿,CARDINAL,zh,120
十一,DATE,zh,120
郭站台,PERSON,zh,120
春秋大梦,DATE,zh,120
钟南山,PERSON,zh,119
32,CARDINAL,zh,119
三大,CARDINAL,zh,119
Today,DATE,en,118
台灣,NORP,zh,118
America,GPE,en,118
巴不得,PERSON,zh,118
Michell24567765,PRODUCT,zh,118
醫護人,FAC,zh,117
香港理工大学,ORG,zh,117
十四億,CARDINAL,zh,117
20年,CARDINAL,zh,117
BellFlatley,WORK_OF_ART,zh,117
Erica,PERSON,zh,116
https,PERSON,en,116
三寸不烂之舌,CARDINAL,zh,116
two,CARDINAL,en,115
台独,GPE,zh,115
46,CARDINAL,zh,115
92,CARDINAL,zh,115
一個,QUANTITY,ja,115
百出,PERCENT,zh,115
胡言乱语,GPE,zh,115
郭大,PERSON,zh,114
五星,CARDINAL,zh,114
肺炎,PERSON,en,114
以,GPE,zh,114
撐暴,GPE,zh,113
5585,CARDINAL,zh,113
欧盟,ORG,zh,113
西藏,GPE,zh,113
贾里德·库什纳,PERSON,zh,112
77,CARDINAL,zh,112
区议员,ORG,zh,112
819,PERSON,zh,112
日日,LOC,zh,111
RT @CurwenNada,ORG,zh,111
American,NORP,en,111
70019833,CARDINAL,zh,111
七個月,DATE,zh,111
中国国事慨,ORG,zh,111
87,DATE,zh,111
香港 htt,ORG,zh,111
1911,CARDINAL,zh,111
喺度,GPE,zh,111
美国国会,ORG,zh,111
U.S.,GPE,en,110
香港人权与民主法案,LAW,zh,110
RT @HOaFpSIfN9YodpG,ORG,en,110
RT @Christine,ORG,zh,110
4月,CARDINAL,zh,109
辱骂,PRODUCT,zh,109
這種人,PERSON,zh,109
300,CARDINAL,zh,109
2014年,DATE,zh,109
阿Sir,PERSON,zh,109
10日,DATE,zh,108
198920042014,CARDINAL,zh,108
何君堯,PERSON,zh,108
47,CARDINAL,zh,108
63,CARDINAL,zh,108
东方,ORG,zh,107
福建人,GPE,zh,107
One,CARDINAL,en,107
SaraGon,ORG,zh,107
班農,PERSON,zh,107
日嘅,GPE,zh,107
一己之私,DATE,zh,107
联合国,ORG,zh,107
一言一行,CARDINAL,zh,107
200,CARDINAL,zh,107
台湾人,NORP,zh,107
56,CARDINAL,zh,107
43,CARDINAL,zh,106
95,CARDINAL,zh,106
45183706,CARDINAL,zh,106
福建,GPE,zh,106
1000,CARDINAL,zh,106
几百万,CARDINAL,zh,106
周末,DATE,zh,106
陰霾,PERSON,zh,105
20周年,DATE,zh,105
台,GPE,zh,105
郭大骗,PERSON,zh,105
69780048,CARDINAL,zh,105
ミャオ族自治州,NORP,ja,105
国会,ORG,zh,105
守護,TITLE_AFFIX,ja,105
煽暴派,PERSON,zh,104
СССР,LOC,ru,104
春秋大梦,ORG,zh,104
HongKong,GPE,en,104
NET,OG,ko,104
秋天,DATE,zh,104
美式,NORP,zh,104
几十,CARDINAL,zh,104
一百万美元,MONEY,zh,104
m2call,QT,ko,104
罗马,GPE,zh,104
朝鲜,GPE,zh,104
零三个月,DATE,zh,103
Talboys,PERSON,zh,103
真係,GPE,zh,103
满嘴跑,GPE,zh,103
55146,DATE,zh,103
RT @NBA,ORG,en,102
大连,GPE,zh,102
上周,DATE,zh,102
RT @MonicaIzaguir,ORG,zh,102
香港警隊,ORG,ja,102
欧美,LOC,zh,101
衝突,PERSON,zh,101
大洋,LOC,zh,100
中國香港 #廢青 #反暴力,ORG,zh,100
BBC,ORG,zh,100
新华社,ORG,zh,100
3980,CARDINAL,zh,100
22日,CARDINAL,zh,99
96,CARDINAL,zh,99
汉奸,NORP,zh,99
香港警察 #,ORG,ja,99
HaleSenabuly,PERSON,zh,98
69,CARDINAL,zh,98
多月,DATE,zh,98
#郭文贵,MONEY,en,98
RT @Stacey,ORG,zh,97
27,CARDINAL,zh,97
RT @VivirenGuizhou,ORG,es,97
撐腰,PERSON,zh,97
三寸,QUANTITY,zh,97
24日,DATE,zh,97
艾未,PERSON,zh,97
#香港游行 #,PERSON,ja,97
Jessica,PERSON,zh,97
百味,PERCENT,zh,97
RT @Rada,ORG,zh,96
41,CARDINAL,zh,96
222,CARDINAL,zh,96
大话,GPE,zh,96
GFASHION,ORG,zh,96
31,CARDINAL,zh,96
张嘴闭,PERSON,zh,96
93,CARDINAL,zh,96
RT @DeyealandShera,ORG,zh,96
6N,QUANTITY,zh,96
港独,GPE,ja,95
华尔街,ORG,zh,95
美国之音,ORG,zh,95
胡言,PERSON,zh,95
本周末,DATE,zh,95
3N,QUANTITY,zh,95
RT,DATE,zh,95
Malti,ORG,zh,95
Kimberl,ORG,zh,94
18日,DATE,zh,94
RT @Ryan,ORG,zh,94
兄弟情,PERSON,zh,94
18131,CARDINAL,zh,94
21898014,DATE,zh,94
守護香,PERSON,zh,94
明年,DATE,zh,93
COVI,NORP,zh,93
RT @junktgook,ORG,zh,93
香港人,GPE,zh,93
not,PERSON,zh,93
巴黎,GPE,zh,93
09,CARDINAL,zh,93
郭騙子,PERSON,zh,93
RT @Crystal,ORG,zh,93
Wuhan,GPE,en,92
70周年,DATE,zh,92
會安寧,ORG,zh,92
香港政府,ORG,ja,92
Linda,PERSON,zh,91
新加坡,GPE,zh,91
郭妖,PERSON,zh,91
泼脏水,PERSON,zh,90
李狗,PERSON,zh,90
英国,NORP,zh,90
RT @Nichole,ORG,zh,90
Shannon28327461,PRODUCT,zh,90
防护服,ORG,zh,90
印度,GPE,zh,90
百,CARDINAL,zh,90
圣诞节,DATE,zh,90
今年2月,DATE,zh,90
辱骂,PERSON,zh,90
22283910,CARDINAL,zh,89
QUITE,ORG,zh,89
54,CARDINAL,zh,89
59064781,CARDINAL,zh,89
7N,QUANTITY,zh,89
喜马拉雅大使馆,FAC,zh,89
45,CARDINAL,zh,89
65,CARDINAL,zh,89
台湾,NORP,zh,88
every day,DATE,en,88
RT @StephanieKujat,ORG,zh,88
95227,CARDINAL,zh,88
千年,DATE,zh,88
悬崖勒马,PERSON,zh,88
陋嘅,PERSON,zh,87
欺騙,PERSON,zh,87
3日,DATE,zh,87
千千万万,CARDINAL,zh,87
460万,CARDINAL,zh,86
UZ,GPE,zh,86
緊急法,LAW,zh,86
NBA,ORG,en,86
7X,QUANTITY,zh,86
明眼人,ORG,zh,86
李柱铭,PERSON,zh,86
Jied,PERSON,zh,86
07,CARDINAL,zh,86
印尼,GPE,zh,86
这两天,DATE,zh,85
法治社,LANGUAGE,zh,85
千夫所指,CARDINAL,zh,85
李一平,PERSON,ja,85
四方,GPE,zh,85
RT @benan,ORG,zh,85
本月,DATE,zh,85
高大上,PERSON,zh,85
Julie,PERSON,zh,84
惡化,GPE,zh,84
VipOkni,ORG,zh,84
比尔·格茨,PERSON,zh,84
19日,DATE,zh,84
食下,PERSON,zh,84
ElaneGasciogne,ORG,zh,84
13117023,CARDINAL,zh,83
1亿美元,MONEY,zh,83
钢铁侠,ORG,zh,83
29日,CARDINAL,zh,83
武…,PERSON,zh,83
Elizabe,PERSON,zh,83
41538562,CARDINAL,zh,83
朝,GPE,zh,83
15992319,DATE,zh,82
BusherJanella,ORG,zh,82
66,CARDINAL,zh,82
华侨,NORP,zh,82
52,CARDINAL,zh,82
RT @Pravy,ORG,zh,82
郭骗骗,PERSON,zh,82
美金,GPE,zh,82
RT @XinhuaChinese,ORG,zh,82
為咗香港,ORG,zh,82
1,CARDINAL,en,82
郭网红,PERSON,zh,82
德,GPE,zh,82
五成,CARDINAL,zh,81
RT @Yolan,ORG,zh,81
2,CARDINAL,en,81
旺角,DATE,zh,81
38,CARDINAL,zh,81
России,LOC,ru,81
几十年,DATE,zh,81
4個月,DATE,zh,81
444,CARDINAL,zh,81
东方明珠,ORG,zh,80
25日,DATE,zh,80
郭班二,PERSON,zh,80
08,CARDINAL,zh,80
06,CARDINAL,zh,80
30年,DATE,zh,80
6y,CARDINAL,zh,80
48,CARDINAL,zh,80
7uA,CARDINAL,zh,80
3Y,QUANTITY,zh,80
23日,DATE,zh,80
SuiBian,PERSON,zh,80
Love,WORK_OF_ART,en,80
张冠李戴,PERSON,zh,80
16日,DATE,zh,80
郭演技,PERSON,zh,79
#香港,GPE,ja,79
郭爆料,PERSON,zh,79
RT @McgibbonRomaine,ORG,zh,79
大半生,NORP,zh,79
六年,DATE,zh,79
太平洋,LOC,zh,79
阿sir,PERSON,zh,79
犹太人,NORP,zh,79
56295182,CARDINAL,zh,79
RT @Nikki,ORG,zh,79
還香港,FAC,ja,79
福建省光泽县人民法院,ORG,zh,78
RPG,PRODUCT,zh,78
何必春,PERSON,zh,78
一秒,TIME,zh,78
80,DATE,zh,78
5個多月,DATE,zh,78
過用,NORP,zh,78
香港法院,ORG,zh,78
85113246,CARDINAL,zh,78
2019年,CARDINAL,zh,78
郭终会,PERSON,zh,78
澳洲基金会,ORG,zh,77
40%,PERCENT,zh,77
1120,CARDINAL,zh,77
费尽心思,PERSON,zh,77
睚眦必报,PERSON,zh,77
戴口罩,PERSON,zh,77
RT @Angie,ORG,zh,77
49,CARDINAL,zh,77
1911李,DATE,zh,77
香港人权法案,ORG,zh,77
63704272,CARDINAL,zh,77
BullLowell,PERSON,zh,77
6月,CARDINAL,zh,77
日來,GPE,zh,77
美,NORP,zh,76
21日,CARDINAL,zh,76
六個月,DATE,zh,76
PPM,ORG,zh,76
苏联,GPE,zh,76
RT @AngelicaGodoph,ORG,zh,76
RT @ClayLekisha,ORG,zh,76
2020,DATE,en,76
中国外交部,ORG,zh,76
QY,PRODUCT,zh,76
一百,CARDINAL,zh,76
6月,DATE,zh,76
13533633,CARDINAL,zh,76
香港 反对派,ORG,zh,75
夏业良,PERSON,zh,75
2019年4月10日,DATE,zh,75
几年,DATE,zh,75
美军,ORG,zh,75
上月,DATE,zh,75
谭德塞,PERSON,zh,75
司马昭之心,ORG,zh,75
湖北,NORP,zh,74
過半,GPE,zh,74
為咗,GPE,zh,74
80823764,MONEY,zh,74
62,CARDINAL,zh,74
千萬,CARDINAL,zh,74
RT @IFALIPOU:,ORG,zh,74
两个月,DATE,zh,74
RaphBrick,PERSON,zh,74
张嘴无言,PERSON,zh,74
second,ORDINAL,en,74
陈彦霖,PERSON,zh,74
6V,QUANTITY,zh,74
莫搬,PERSON,zh,73
樹立,PERSON,zh,73
新一年,DATE,zh,73
36,CARDINAL,zh,73
胡說八道,PERSON,zh,73
43821135,DATE,zh,73
RT @AGomez,ORG,zh,73
49822238,CARDINAL,zh,73
希特勒,PERSON,zh,73
十月,DATE,zh,73
RT @Aynur,ORG,zh,72
RT @Helen,ORG,zh,72
Jhendelyn,ORG,zh,72
82537271,PERSON,zh,72
1982,CARDINAL,zh,72
第七,ORDINAL,zh,72
半毛钱,MONEY,zh,72
400,CARDINAL,zh,72
駐港部,PERSON,zh,72
争名夺利,NORP,zh,72
劝君,PERSON,zh,72
郭教主,GPE,zh,72
https://t.co/,PRODUCT,ja,72
雪花,PERSON,zh,72
攻堅克難,PERSON,zh,72
Victori,PRODUCT,zh,72
202064,CARDINAL,zh,71
460余,CARDINAL,zh,71
荃灣,GPE,zh,71
RT @aybcg,ORG,zh,71
00244888,CARDINAL,zh,71
2019年度,DATE,zh,71
26日,DATE,zh,71
198,CARDINAL,zh,71
巴,GPE,zh,71
ShenHou,ORG,zh,71
61,CARDINAL,zh,71
二战,EVENT,zh,71
八十年代,DATE,zh,71
党中央,ORG,zh,71
义无反顾,NORP,zh,71
郭大军,PERSON,zh,71
四个多月,DATE,zh,71
欺騙,ORG,zh,70
伊万卡·特朗普,PERSON,zh,70
一亿美金,MONEY,zh,70
Wen Gui,PERSON,en,70
11日,DATE,zh,70
34113779,CARDINAL,zh,70
20余年,DATE,zh,70
周圍,PERSON,zh,70
16日,CARDINAL,zh,69
RT @Mandy,ORG,zh,69
一年多,DATE,zh,69
大陆,NORP,zh,69
63745671,CARDINAL,zh,69
苹果日报,ORG,zh,69
MilesGuo Guo Wengui,PERSON,en,69
17日,DATE,zh,69
天大,ORG,zh,69
2020,DATE,zh,69
十四亿,DATE,zh,68
M,CARDINAL,zh,68
zh,PERSON,zh,68
5个月,DATE,zh,68
俄,GPE,zh,68
58,CARDINAL,zh,68
王秘书,PERSON,zh,68
hong Kong,GPE,en,68
悉尼,GPE,zh,68
民运圈,ORG,zh,68
tomorrow,DATE,en,68
Uyghur,ORG,en,68
法,GPE,zh,68
4625,CARDINAL,zh,67
59,CARDINAL,zh,67
今有,DATE,zh,67
攻擊性,GPE,zh,67
十多,CARDINAL,zh,67
中國嘅,ORG,zh,67
@YouTube,ORG,ru,67
150203,CARDINAL,zh,67
民逗们,ORG,zh,67
红通犯,ORG,zh,67
RT @CTuH33lPrk,ORG,zh,67
3000,CARDINAL,zh,67
QQ,PRODUCT,zh,67
Wengui,PERSON,en,67
一文不值,DATE,zh,67
RT @AleksandraHeya,ORG,en,67
Jackie,PERSON,zh,67
Gong,PERSON,zh,67
與暴徒,PERSON,zh,67
第一天,DATE,zh,67
上百万,CARDINAL,zh,67
20多,CARDINAL,zh,66
郭战,PERSON,zh,66
RT @8VeaLigGVGUWiC3,ORG,en,66
Michael,ORG,zh,66
RT @FyQUHjXsQcD,ORG,zh,66
75824207,CARDINAL,zh,66
第六,ORDINAL,zh,66
3,CARDINAL,en,66
众议院,ORG,zh,66
百万美元,MONEY,zh,66
Pneumonia,GPE,en,66
上百,CARDINAL,zh,66
7J,QUANTITY,zh,66
中华民族伟大,ORG,zh,65
司法部,ORG,zh,65
7J24jha,DATE,zh,65
湖北省,GPE,zh,65
香港 #反暴力,ORG,zh,65
1991,DATE,zh,65
52097409,CARDINAL,zh,65
西灣河,LOC,zh,65
上海市公安局静安分局,ORG,zh,65
数十,CARDINAL,zh,65
林志偉,PERSON,zh,65
蘋果日報,ORG,zh,65
